Term,Category,x,y
72 inch HDTV with Netflix,Entertainment/Tech,-34.259274,-18.536343
"72 inch HDTV with Netflix, DVD player",Entertainment/Tech,-34.18612,-17.69263
"72 inch HDTV with Netflix, standard cable",Entertainment/Tech,-40.674477,-9.356328
"72 inch HDTV with premium cable, standard cable, Netflix",Entertainment/Tech,-40.344414,-8.672504
"74 inch HDTV with Apple TV, Netflix",Entertainment/Tech,-52.779488,-0.15516937
74 inch HDTV with Netflix,Entertainment/Tech,-33.671436,-18.569698
75 inch HDTV,Entertainment/Tech,-23.546436,-5.8180842
"75 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix",Entertainment/Tech,-67.28575,-6.859718
"75 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, premium cable, standard cable, DVD player",Entertainment/Tech,-62.592876,-5.5221562
"75 inch HDTV with Amazon Prime Video, Apple TV, Netflix, Fire TV",Entertainment/Tech,-64.180626,-11.452683
"75 inch HDTV with Amazon Prime Video, Apple TV, Netflix, premium cable",Entertainment/Tech,-63.777035,-11.231115
"75 inch HDTV with Amazon Prime Video, Chromecast, Netflix",Entertainment/Tech,-71.24417,-3.275044
"75 inch HDTV with Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-68.53657,-6.7348104
"75 inch HDTV with Amazon Prime Video, Fire TV, HBO Max, Hulu, Netflix, Roku",Entertainment/Tech,-65.46746,-9.963365
75 inch HDTV with Apple TV,Entertainment/Tech,-51.920147,2.3527548
"75 inch HDTV with Apple TV, Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-67.07125,-6.719624
"75 inch HDTV with Apple TV, Amazon Prime Video, Netflix",Entertainment/Tech,-64.25899,-11.778626
"75 inch HDTV with Apple TV, Chromecast, Disney+, HBO Max, Netflix",Entertainment/Tech,-69.63476,-0.7303655
"75 inch HDTV with Apple TV, Netflix",Entertainment/Tech,-52.921997,-0.303508
"75 inch HDTV with Chromecast, Netflix, premium cable, standard cable",Entertainment/Tech,-75.793144,5.7227397
75 inch HDTV with Disney+,Entertainment/Tech,-65.26614,7.515141
"75 inch HDTV with Disney+, Netflix, Amazon Prime Video",Entertainment/Tech,-68.61343,-6.6857753
"75 inch HDTV with HBO Max, premium cable, Netflix",Entertainment/Tech,-38.804024,-9.390986
75 inch HDTV with Netflix,Entertainment/Tech,-34.30328,-19.484076
"75 inch HDTV with Netflix, Apple TV, Disney+",Entertainment/Tech,-65.05182,-2.342179
"75 inch HDTV with Netflix, Disney+",Entertainment/Tech,-64.42926,6.6699743
"75 inch HDTV with Netflix, Disney+, Chromecast",Entertainment/Tech,-70.452576,0.8227742
"75 inch HDTV with Netflix, Fire TV",Entertainment/Tech,-38.77068,-5.606574
"75 inch HDTV with Netflix, premium cable",Entertainment/Tech,-39.64713,-10.105608
"75 inch HDTV with Netflix, standard cable",Entertainment/Tech,-39.851097,-10.039192
"75 inch HDTV with Netflix, standard cable, premium cable",Entertainment/Tech,-39.725124,-9.924007
"75 inch HDTV with premium cable, standard cable",Entertainment/Tech,-29.544188,16.833141
75 inch HDTV with standard cable,Entertainment/Tech,-29.127518,16.998215
"75 inch HDTV with standard cable, Chromecast, Netflix",Entertainment/Tech,-75.78237,5.744518
"75 inch HDTV with standard cable, Netflix, Apple TV",Entertainment/Tech,-56.49796,-0.7618
75 inch TV with Netflix,Entertainment/Tech,-34.32979,-19.576328
77 inch HDTV with Netflix,Entertainment/Tech,-33.890545,-18.60047
"78 inch HDTV with Amazon Prime Video, Apple TV, Netflix",Entertainment/Tech,-64.28814,-15.292405
"80 inch HDTV with Amazon Prime Video, Apple TV",Entertainment/Tech,-64.11751,-16.519686
"80 inch HDTV with Amazon Prime Video, Apple TV, Netflix",Entertainment/Tech,-64.1948,-16.645098
"80 inch HDTV with Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-69.57309,-6.950602
"80 inch HDTV with Amazon Prime Video, Netflix",Entertainment/Tech,-64.76519,-17.206135
"80 inch HDTV with Apple TV, Netflix",Entertainment/Tech,-51.89762,-0.5594545
80 inch HDTV with Netflix,Entertainment/Tech,-33.83785,-20.692427
"80 inch HDTV with Netflix, premium cable",Entertainment/Tech,-38.88088,-11.557048
"80 inch HDTV with Netflix, standard cable",Entertainment/Tech,-38.917965,-11.483807
"80 inch HDTV with premium cable, standard cable",Entertainment/Tech,-30.360231,16.625433
"80 inch TV with premium cable, Apple TV, Netflix",Entertainment/Tech,-55.39305,-5.7659855
"84 inch HDTV with premium cable, Netflix, Apple TV",Entertainment/Tech,-55.379772,-5.8069043
"85 inch HDTV with Apple TV, Netflix",Entertainment/Tech,-51.951035,-0.518923
"85 inch HDTV with Disney+, Netflix",Entertainment/Tech,-64.70593,6.4623446
85 inch HDTV with Netflix,Entertainment/Tech,-33.652702,-20.678007
"85 inch HDTV with Netflix, premium cable",Entertainment/Tech,-38.87423,-11.560368
"85 inch HDTV with Netflix, standard cable",Entertainment/Tech,-38.909557,-11.490201
85 inch TV,Entertainment/Tech,-25.618618,-6.8867335
85 inch TV with Netflix,Entertainment/Tech,-33.57841,-20.655483
"86 inch HDTV with Amazon Prime Video, Apple TV, Netflix",Entertainment/Tech,-63.06624,-17.534975
"86 inch HDTV with Amazon Prime Video, Netflix, premium cable",Entertainment/Tech,-62.9374,-17.61711
"86 inch HDTV with Apple TV, Netflix, premium cable, Amazon Prime Video",Entertainment/Tech,-62.941273,-17.565489
86 inch HDTV with Netflix,Entertainment/Tech,-33.478065,-20.771994
86 inch TV,Entertainment/Tech,-25.630714,-6.931138
"87 inch HDTV with Amazon Prime Video, Netflix",Entertainment/Tech,-65.00622,-17.631199
9-Speaker surround sound system that will connect with your own smartphone library via Bluetooth Bluetooth sound system,Entertainment/Tech,-46.804,55.850185
90 cm SMEG electric oven with 5 plate gas hob oven,Kitchen/Dining,58.115334,2.429096
"90 inch HDTV with premium cable, Apple TV, Netflix, Amazon Prime Video, standard cable",Entertainment/Tech,-58.69129,-4.398334
90 inch TV with standard cable,Entertainment/Tech,-27.976757,17.560953
900 freestanding gas top electric oven  oven,Kitchen/Dining,49.460773,-9.471324
900 wide stainless steel gas stove,Kitchen/Dining,51.881493,-11.58121
"95 inch HDTV with standard cable, Apple TV, premium cable, Netflix",Entertainment/Tech,-58.533375,-4.2621636
? sound system with Bluetooth and aux,Entertainment/Tech,-41.667774,48.74801
? stainless steel oven,Kitchen/Dining,42.52394,-6.0461535
A natural brand from Woolworths body wash body soap,Bathroom/Bedroom,-12.52304,61.40469
A natural brand which is sulfate free from Woolworths shampoo,Bathroom/Bedroom,46.241997,46.748573
A number body soap,Bathroom/Bedroom,5.3341618,64.69307
AC - split type ductless system,Climate Control,20.699263,-3.1185148
AE refrigerator,Kitchen/Dining,-2.7389162,12.477367
AEG  refrigerator,Kitchen/Dining,-2.9141726,12.49352
AEG  stainless steel single oven,Kitchen/Dining,40.334377,8.432312
AEG COMBI CONVECTION MICROWAVE stainless steel oven,Kitchen/Dining,26.37604,-8.805232
AEG Hob induction stove,Kitchen/Dining,71.62834,-12.794726
AEG Retro large refrigerator,Kitchen/Dining,-3.0071445,12.46295
AEG Thermofan Oven stainless steel single oven,Kitchen/Dining,40.646107,8.56842
AEG double oven,Kitchen/Dining,39.719475,7.4266186
AEG electric stove,Kitchen/Dining,61.39929,-21.560383
AEG gas stainless steel single oven,Kitchen/Dining,40.471905,8.520839
AEG gas stove,Kitchen/Dining,61.28872,-21.625414
AEG induction stove,Kitchen/Dining,70.46447,-13.255007
AEG oven,Kitchen/Dining,39.330875,7.891806
AEG oven with ceramic hob oven,Kitchen/Dining,38.884193,8.241134
AEG refrigerator,Kitchen/Dining,-2.9140549,12.493603
AEG single oven,Kitchen/Dining,39.63314,7.7005553
AEG stainless steel double oven,Kitchen/Dining,40.249065,7.918562
AEG stainless steel electric stove,Kitchen/Dining,62.054337,-21.06307
AEG stainless steel gas stove,Kitchen/Dining,61.90437,-21.144136
AEG stainless steel induction stove,Kitchen/Dining,70.205666,-13.464093
AEG stainless steel oven,Kitchen/Dining,39.90766,8.735245
AEG stainless steel single oven,Kitchen/Dining,40.335136,8.432248
"AEG steam, fan & conventionnel oven stainless steel oven",Kitchen/Dining,39.775642,9.363887
AEG stove,Kitchen/Dining,61.316174,-21.644144
AEG touch stainless steel electric stove,Kitchen/Dining,62.294422,-21.012333
AFRICOLOGY body soap,Bathroom/Bedroom,6.2961054,71.83125
AFRICOLOGY conditioner,Other,34.6362,22.838718
AFRICOLOGY shampoo,Bathroom/Bedroom,37.79212,64.023834
AIM oven,Kitchen/Dining,37.899956,-15.27324
AIM stove,Kitchen/Dining,38.16052,-15.695869
AIRPLAY sound system,Entertainment/Tech,-51.266674,50.13584
AIWA sound system with aux,Entertainment/Tech,-44.656036,41.1501
ALOE FEROX GLYCERINE SOAP body soap,Bathroom/Bedroom,-6.708278,78.819466
ALVA stainless steel gas stove,Kitchen/Dining,53.726852,-17.445387
ARISTON refrigerator,Kitchen/Dining,3.999506,4.115156
ARISTON stainless steel gas stove,Kitchen/Dining,49.456516,-15.430152
ARISTON stainless steel oven,Kitchen/Dining,41.42768,-10.272516
AV Love portable speaker Bluetooth sound system,Entertainment/Tech,-46.073853,57.35233
AVL Bluetooth sound system,Entertainment/Tech,-45.37582,56.951958
Adilo shampoo,Bathroom/Bedroom,33.927467,56.90451
Aeg gas stove,Kitchen/Dining,61.288967,-21.624748
Aeg stainless steel oven,Kitchen/Dining,39.907707,8.735243
Aeg stainless steel single oven,Kitchen/Dining,40.335136,8.432248
Aesop  conditioner,Other,34.54445,20.379644
Aesop & LaRoche Posay body soap,Bathroom/Bedroom,10.374632,72.00585
Aesop body soap,Bathroom/Bedroom,10.354785,72.00026
Aesop conditioner,Other,34.54452,20.379692
Aesop shampoo,Bathroom/Bedroom,35.88479,63.346153
Afri Earth body soap,Bathroom/Bedroom,1.8951659,81.792725
Afri Earth conditioner,Other,37.711124,21.709446
Afri Earth shampoo,Bathroom/Bedroom,38.27097,46.694515
Afri-Earth body soap,Bathroom/Bedroom,1.9711329,81.87626
Afri-Earth conditioner,Other,37.714462,21.71564
Afri-Earth conditioning shampoo conditioner,Bathroom/Bedroom,37.043236,46.969788
Afri-Earth conditioning shampoo shampoo,Bathroom/Bedroom,37.29177,46.951225
Afri-Earth shampoo,Bathroom/Bedroom,38.260902,46.717754
AfriEarth body soap,Bathroom/Bedroom,7.9167767,71.47916
AfriEarth products body soap,Bathroom/Bedroom,7.8828244,71.72842
AfriEarth products conditioner,Other,33.32247,23.575487
Africa Organics - Marula  body soap,Bathroom/Bedroom,9.715241,77.901886
Africa Organics - Marula body soap,Bathroom/Bedroom,9.715241,77.901886
Africa Organics - Marula conditioner,Other,36.507446,31.264872
Africa Organics - Marula shampoo,Bathroom/Bedroom,37.467182,43.305584
Africa Organics body soap,Bathroom/Bedroom,10.301752,77.22971
Africa Organics conditioner,Other,36.509598,31.062437
Africa Organics shampoo,Bathroom/Bedroom,37.282173,43.503963
Africa Spa body soap,Bathroom/Bedroom,11.797482,76.70639
Africa Spa conditioner,Other,35.54189,31.848602
Africa Spa shampoo,Bathroom/Bedroom,36.178658,44.1949
Africa organics  body soap,Bathroom/Bedroom,10.30185,77.22776
Africa organics  shampoo,Bathroom/Bedroom,37.282173,43.503963
Africa organics conditioner,Other,36.509598,31.062437
African Eco body soap,Bathroom/Bedroom,10.531819,76.884285
African Spa body soap,Bathroom/Bedroom,11.798466,76.593216
African Spa shampoo,Bathroom/Bedroom,36.069332,44.246635
African Stillroom  body soap,Bathroom/Bedroom,11.272117,75.5737
African Stillroom Conditioning Shampoo conditioner,Bathroom/Bedroom,35.26645,45.479473
African Stillroom Conditioning Shampoo shampoo,Bathroom/Bedroom,35.334072,45.32708
African Stillroom body soap,Bathroom/Bedroom,11.272117,75.5737
African Stillroom shampoo,Bathroom/Bedroom,35.410866,45.111095
African Violet shampoo,Bathroom/Bedroom,35.644375,44.246933
Africaology shampoo,Bathroom/Bedroom,36.313675,44.094456
Africolgy shampoo,Bathroom/Bedroom,37.732376,64.008804
Africology  body soap,Bathroom/Bedroom,6.2972026,71.83156
Africology  conditioner,Other,34.636456,22.838875
Africology  shampoo,Bathroom/Bedroom,37.792347,64.023094
Africology / Rain Africa conditioner,Other,36.089325,21.905613
Africology all natural body soap,Bathroom/Bedroom,6.071417,72.26172
Africology body soap,Bathroom/Bedroom,6.2966895,71.83076
Africology conditioner,Other,34.6362,22.838718
Africology shampoo,Bathroom/Bedroom,37.79212,64.023834
Africology/ Rain Africa body soap,Bathroom/Bedroom,9.856914,76.33431
Africoloogy  shampoo,Bathroom/Bedroom,37.826504,64.05579
Afriearth  conditioner,Other,33.699867,23.421215
Afriearth  shampoo,Bathroom/Bedroom,37.34595,62.797
Afriearth body soap,Bathroom/Bedroom,7.9169683,71.47939
Afriearth conditioner,Other,33.699738,23.422071
Afriearth shampoo,Bathroom/Bedroom,37.346684,62.799534
Afriearth soap and Le Naturel handwash & lotion body soap,Bathroom/Bedroom,8.228519,72.3372
Afrocology body soap,Bathroom/Bedroom,11.315078,75.39895
"After first night, guest expected to have his/her own conditioner",Other,21.106646,22.786882
Aga Amenities  body soap,Bathroom/Bedroom,-2.8704822,52.838535
Aga oven,Kitchen/Dining,38.611446,-12.535579
Aim oven,Kitchen/Dining,37.899967,-15.273213
Air Frier  gas stove,Kitchen/Dining,54.327045,-24.196466
Air Fryer  oven,Kitchen/Dining,26.856466,-2.6804636
Air Fryer Oven oven,Kitchen/Dining,26.894802,-2.7069829
Air Fryer electric stove,Kitchen/Dining,54.9635,-24.381876
Air Fryer oven,Kitchen/Dining,26.85557,-2.6806958
Air Fryer single oven,Kitchen/Dining,27.408756,-3.3763962
Air Fryer stainless steel single oven,Kitchen/Dining,28.750942,-2.264136
Air conditioning,Climate Control,17.515049,-0.07234852
Air frier oven,Kitchen/Dining,27.214554,-1.8691987
Air fryer  oven,Kitchen/Dining,26.856495,-2.6804514
Air fryer  refrigerator,Kitchen/Dining,1.9557878,7.8209105
Air fryer  single oven,Kitchen/Dining,27.40876,-3.3763964
Air fryer  stainless steel oven,Kitchen/Dining,28.767334,-2.152132
Air fryer and conventional hob and oven double oven,Kitchen/Dining,26.783497,-3.4961152
Air fryer or two plate mini oven available  oven,Kitchen/Dining,26.779657,-4.0606685
Air fryer oven,Kitchen/Dining,26.856466,-2.6804636
Air fryer single oven,Kitchen/Dining,27.40876,-3.3763964
Air hockey table,Other,11.272345,-23.884325
Air-fryer & separate induction stove induction stove,Kitchen/Dining,73.6879,-17.705662
Airfier stainless steel double oven,Kitchen/Dining,29.629246,-2.0865352
Airfryer  oven,Kitchen/Dining,27.599047,-1.6522883
Airfryer  single oven,Kitchen/Dining,28.550425,-3.8544998
Airfryer  stainless steel oven,Kitchen/Dining,29.843561,-1.8350347
Airfryer Oven stainless steel oven,Kitchen/Dining,29.820127,-1.8329631
Airfryer and mini oven/2xplates (coutertop) oven,Kitchen/Dining,27.209234,-5.2786183
Airfryer electric stove,Kitchen/Dining,54.855717,-24.213938
Airfryer oven,Kitchen/Dining,27.599777,-1.6525555
Airfryer single oven,Kitchen/Dining,28.550425,-3.8544998
Airfryer stainless steel oven,Kitchen/Dining,29.843918,-1.8349984
Airfryer stainless steel single oven,Kitchen/Dining,29.785479,-1.9413278
Airfryer stove,Kitchen/Dining,54.63424,-24.174198
Airfryer/convection oven/microwave  single oven,Kitchen/Dining,28.289015,-7.5896015
Airplay Bluetooth sound system,Entertainment/Tech,-50.9745,50.012207
Airplay sound system,Entertainment/Tech,-51.266693,50.135796
Airport transfer,Other,-31.096308,-52.298393
Aiwa Micro dvd and high fi AMD -218 sound system with aux,Entertainment/Tech,-44.815563,40.820824
Alba stainless steel oven,Kitchen/Dining,41.61494,-6.299913
Alevera shampoo,Bathroom/Bedroom,34.554512,57.37152
Alexa  Bluetooth sound system,Entertainment/Tech,-52.70181,46.75393
Alexa Bluetooth sound system,Entertainment/Tech,-52.70181,46.75393
Alexa sound system,Entertainment/Tech,-52.84142,46.269875
All 5 star quality body soap,Bathroom/Bedroom,-1.1054243,60.238815
All 5 star quality conditioner,Other,23.958761,28.49007
All hair types conditioner,Other,41.459442,34.78495
All natural  body soap,Bathroom/Bedroom,1.0580161,73.12039
All natural exclusive house brand by WASS conditioner,Other,23.21895,28.49987
All natural exclusive house brand by WASS shampoo,Bathroom/Bedroom,42.858223,51.79151
All natural exclusive housebrand by WASS body soap,Bathroom/Bedroom,-0.5750585,62.16228
Almond moisture body wash body soap,Bathroom/Bedroom,-7.0898533,70.76679
Aloe conditioner,Other,35.817802,29.064718
Alovera  body soap,Bathroom/Bedroom,9.273082,70.32237
Alovera product body soap,Bathroom/Bedroom,9.264997,70.32694
Alva gas stove,Kitchen/Dining,53.690964,-17.617302
Amanda & Jayne body soap,Bathroom/Bedroom,0.06123491,37.987286
Amanda Jayne body soap,Bathroom/Bedroom,0.06894715,38.003872
Amanda-Jayne  body soap,Bathroom/Bedroom,0.07290766,38.00215
Amazon Alexa sound system,Entertainment/Tech,-52.85442,46.273674
Amazon ECHO dot Bluetooth sound system,Entertainment/Tech,-53.35689,47.31251
Amazon Echo Bluetooth sound system,Entertainment/Tech,-53.35305,47.307655
Amber Forest body soap,Bathroom/Bedroom,8.978562,62.13318
Amber- Mini oven stainless steel oven,Kitchen/Dining,33.56278,-14.311013
Amercian Fridge Freezer  refrigerator,Kitchen/Dining,-0.16744033,9.037896
Amway conditioner,Other,26.4297,24.959486
Ancient Baobab body soap,Bathroom/Bedroom,25.044853,66.86841
Ancient Baobab shampoo,Bathroom/Bedroom,25.109833,66.83108
Android TV Bluetooth sound system,Entertainment/Tech,-39.08374,55.15959
Anique conditioner,Other,31.658907,24.013592
Anique shampoo,Bathroom/Bedroom,37.319195,62.27914
Antibacterial body soap,Bathroom/Bedroom,1.2697611,69.97198
Antjie body soap,Bathroom/Bedroom,14.891731,66.203636
Antjie shampoo,Bathroom/Bedroom,29.279537,65.56762
Antjie's Handmade natural product  body soap,Bathroom/Bedroom,15.078251,66.52968
Antjie's handmade natural products shampoo,Bathroom/Bedroom,29.226574,65.62295
Antjies  body soap,Bathroom/Bedroom,14.897415,66.209564
Antjies Natural  body soap,Bathroom/Bedroom,15.022612,66.4515
Antjies Natural  shampoo,Bathroom/Bedroom,29.240347,65.60395
Antjies body soap,Bathroom/Bedroom,14.896693,66.204285
Antjies shampoo,Bathroom/Bedroom,29.27351,65.5703
Any body soap,Bathroom/Bedroom,4.416947,63.947166
Any brand shampoo,Bathroom/Bedroom,39.370014,53.79975
Any conditioner,Other,28.544865,24.843603
Any oven,Kitchen/Dining,36.022175,-11.2043085
Any refrigerator,Kitchen/Dining,3.024632,5.297807
Any shampoo,Bathroom/Bedroom,38.44106,53.93046
Apothecary body soap,Bathroom/Bedroom,6.4480305,70.67785
Apple Bluetooth sound system,Entertainment/Tech,-44.618275,54.819584
Apple Home Pod Bluetooth sound system,Entertainment/Tech,-52.42783,53.623062
Apple HomePod Mini sound system,Entertainment/Tech,-52.793526,53.327934
